Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
я уже не шутил (non scherzare);Io non avevo scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
ты уже не шутил (non scherzare);Tu non avevi scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
он уже не шутил (non scherzare);Lui non aveva scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
она уже не шутила (non scherzare);Lei non aveva scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
мы уже не шутили (non scherzare);Noi non avevamo scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
вы уже не шутили (non scherzare);Voi non avevate scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
они уже не шутили (non scherzare);Loro non avevano scherzato.;scherzare;Trapassato Prossimo;regular_are;1096
я не буду шутить (non scherzare);Io non scherzerò.;scherzare;Futuro Semplice;regular_are;1096
ты не будешь шутить (non scherzare);Tu non scherzerai.;scherzare;Futuro Semplice;regular_are;1096
он не будет шутить (non scherzare);Lui non scherzerà.;scherzare;Futuro Semplice;regular_are;1096
она не будет шутить (non scherzare);Lei non scherzerà.;scherzare;Futuro Semplice;regular_are;1096
мы не будем шутить (non scherzare);Noi non scherzeremo.;scherzare;Futuro Semplice;regular_are;1096
вы не будете шутить (non scherzare);Voi non scherzerete.;scherzare;Futuro Semplice;regular_are;1096
они не будут шутить (non scherzare);Loro non scherzeranno.;scherzare;Futuro Semplice;regular_are;1096
к тому времени я уже не буду шутить (non scherzare);Io non avrò scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени ты уже не будешь шутить (non scherzare);Tu non avrai scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени он уже не будет шутить (non scherzare);Lui non avrà scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени она уже не будет шутить (non scherzare);Lei non avrà scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени мы уже не будем шутить (non scherzare);Noi non avremo scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени вы уже не будете шутить (non scherzare);Voi non avrete scherzato.;scherzare;Futuro Anteriore;regular_are;1096
к тому времени они уже не будут шутить (non scherzare);Loro non avranno scherzato.;scherzare;Futuro Anteriore;regular_are;1096
я бы не шутил (non scherzare);Io non scherzerei.;scherzare;Condizionale Presente;regular_are;1096
ты бы не шутил (non scherzare);Tu non scherzeresti.;scherzare;Condizionale Presente;regular_are;1096
он бы не шутил (non scherzare);Lui non scherzerebbe.;scherzare;Condizionale Presente;regular_are;1096
она бы не шутила (non scherzare);Lei non scherzerebbe.;scherzare;Condizionale Presente;regular_are;1096
мы бы не шутили (non scherzare);Noi non scherzeremmo.;scherzare;Condizionale Presente;regular_are;1096
вы бы не шутили (non scherzare);Voi non scherzereste.;scherzare;Condizionale Presente;regular_are;1096
они бы не шутили (non scherzare);Loro non scherzerebbero.;scherzare;Condizionale Presente;regular_are;1096
я бы не шутил (non scherzare);Io non avrei scherzato.;scherzare;Condizionale Passato;regular_are;1096
ты бы не шутил (non scherzare);Tu non avresti scherzato.;scherzare;Condizionale Passato;regular_are;1096
он бы не шутил (non scherzare);Lui non avrebbe scherzato.;scherzare;Condizionale Passato;regular_are;1096
она бы не шутила (non scherzare);Lei non avrebbe scherzato.;scherzare;Condizionale Passato;regular_are;1096
мы бы не шутили (non scherzare);Noi non avremmo scherzato.;scherzare;Condizionale Passato;regular_are;1096
вы бы не шутили (non scherzare);Voi non avreste scherzato.;scherzare;Condizionale Passato;regular_are;1096
они бы не шутили (non scherzare);Loro non avrebbero scherzato.;scherzare;Condizionale Passato;regular_are;1096
он хочет, чтобы я не шутил (non scherzare);Lui vuole che io non scherzi.;scherzare;Congiuntivo Presente;regular_are;1096
она хочет, чтобы ты не шутил (non scherzare);Lei vuole che tu non scherzi.;scherzare;Congiuntivo Presente;regular_are;1096
я думаю, что он не шутит (non scherzare);Io penso che lui non scherzi.;scherzare;Congiuntivo Presente;regular_are;1096
я думаю, что она не шутит (non scherzare);Io penso che lei non scherzi.;scherzare;Congiuntivo Presente;regular_are;1096
он хочет, чтобы мы не шутили (non scherzare);Lui vuole che noi non scherziamo.;scherzare;Congiuntivo Presente;regular_are;1096
я хочу, чтобы вы не шутили (non scherzare);Io voglio che voi non scherziate.;scherzare;Congiuntivo Presente;regular_are;1096
она хочет, чтобы они не шутили (non scherzare);Lei vuole che loro non scherzino.;scherzare;Congiuntivo Presente;regular_are;1096
он хотел, чтобы я не шутил (non scherzare);Lui voleva che io non scherzassi.;scherzare;Congiuntivo Imperfetto;regular_are;1096
она хотела, чтобы ты не шутил (non scherzare);Lei voleva che tu non scherzassi.;scherzare;Congiuntivo Imperfetto;regular_are;1096
я думал, что он не будет шутить (non scherzare);Io pensavo che lui non scherzasse.;scherzare;Congiuntivo Imperfetto;regular_are;1096
мы верили, что она не будет шутить (non scherzare);Noi credevamo che lei non scherzasse.;scherzare;Congiuntivo Imperfetto;regular_are;1096
они надеялись, что мы не будем шутить (non scherzare);Loro speravano che noi non scherzassimo.;scherzare;Congiuntivo Imperfetto;regular_are;1096
он хотел, чтобы вы не шутили (non scherzare);Lui voleva che voi non scherzaste.;scherzare;Congiuntivo Imperfetto;regular_are;1096
я боялся, что они не будут шутить (non scherzare);Io temevo che loro non scherzassero.;scherzare;Congiuntivo Imperfetto;regular_are;1096
он думает, что я не шутил (non scherzare);Lui pensa che io non abbia scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
она надеется, что ты не шутил (non scherzare);Lei spera che tu non abbia scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
я думаю, что он не шутил (non scherzare);Io penso che lui non abbia scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
мы верим, что она не шутила (non scherzare);Noi crediamo che lei non abbia scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
ты думаешь, что мы не шутили (non scherzare);Tu pensi che noi non abbiamo scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
я сомневаюсь, что вы не шутили (non scherzare);Io dubito che voi non abbiate scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
он предполагает, что они не шутили (non scherzare);Lui suppone che loro non abbiano scherzato.;scherzare;Congiuntivo Passato;regular_are;1096
я шучу с кем-то (scherzare con qualcuno);Io scherzo con qualcuno.;scherzare;Presente;regular_are;1096
ты шутишь с кем-то (scherzare con qualcuno);Tu scherzi con qualcuno.;scherzare;Presente;regular_are;1096
он шутит с кем-то (scherzare con qualcuno);Lui scherza con qualcuno.;scherzare;Presente;regular_are;1096
она шутит с кем-то (scherzare con qualcuno);Lei scherza con qualcuno.;scherzare;Presente;regular_are;1096
мы шутим с кем-то (scherzare con qualcuno);Noi scherziamo con qualcuno.;scherzare;Presente;regular_are;1096
вы шутите с кем-то (scherzare con qualcuno);Voi scherzate con qualcuno.;scherzare;Presente;regular_are;1096
они шутят с кем-то (scherzare con qualcuno);Loro scherzano con qualcuno.;scherzare;Presente;regular_are;1096
я шутил с кем-то (scherzare con qualcuno);Io scherzavo con qualcuno.;scherzare;Imperfetto;regular_are;1096
ты шутил с кем-то (scherzare con qualcuno);Tu scherzavi con qualcuno.;scherzare;Imperfetto;regular_are;1096
он шутил с кем-то (scherzare con qualcuno);Lui scherzava con qualcuno.;scherzare;Imperfetto;regular_are;1096
она шутила с кем-то (scherzare con qualcuno);Lei scherzava con qualcuno.;scherzare;Imperfetto;regular_are;1096
мы шутили с кем-то (scherzare con qualcuno);Noi scherzavamo con qualcuno.;scherzare;Imperfetto;regular_are;1096
вы шутили с кем-то (scherzare con qualcuno);Voi scherzavate con qualcuno.;scherzare;Imperfetto;regular_are;1096
они шутили с кем-то (scherzare con qualcuno);Loro scherzavano con qualcuno.;scherzare;Imperfetto;regular_are;1096
я шутил с кем-то (scherzare con qualcuno);Io scherzai con qualcuno.;scherzare;Passato Remoto;regular_are;1096
ты шутил с кем-то (scherzare con qualcuno);Tu scherzasti con qualcuno.;scherzare;Passato Remoto;regular_are;1096
он шутил с кем-то (scherzare con qualcuno);Lui scherzò con qualcuno.;scherzare;Passato Remoto;regular_are;1096
она шутила с кем-то (scherzare con qualcuno);Lei scherzò con qualcuno.;scherzare;Passato Remoto;regular_are;1096
мы шутили с кем-то (scherzare con qualcuno);Noi scherzammo con qualcuno.;scherzare;Passato Remoto;regular_are;1096
вы шутили с кем-то (scherzare con qualcuno);Voi scherzaste con qualcuno.;scherzare;Passato Remoto;regular_are;1096
они шутили с кем-то (scherzare con qualcuno);Loro scherzarono con qualcuno.;scherzare;Passato Remoto;regular_are;1096
я шутил с кем-то (scherzare con qualcuno);Io ho scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
ты шутил с кем-то (scherzare con qualcuno);Tu hai scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
он шутил с кем-то (scherzare con qualcuno);Lui ha scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
она шутила с кем-то (scherzare con qualcuno);Lei ha scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
мы шутили с кем-то (scherzare con qualcuno);Noi abbiamo scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
вы шутили с кем-то (scherzare con qualcuno);Voi avete scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
они шутили с кем-то (scherzare con qualcuno);Loro hanno scherzato con qualcuno.;scherzare;Passato Prossimo;regular_are;1096
я уже шутил с кем-то (scherzare con qualcuno);Io avevo scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
ты уже шутил с кем-то (scherzare con qualcuno);Tu avevi scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
он уже шутил с кем-то (scherzare con qualcuno);Lui aveva scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
она уже шутила с кем-то (scherzare con qualcuno);Lei aveva scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
мы уже шутили с кем-то (scherzare con qualcuno);Noi avevamo scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
вы уже шутили с кем-то (scherzare con qualcuno);Voi avevate scherzato con qualcuno.;scherzare;Trapassato Prossimo;regular_are;1096
