rank	original	lemma	POS	tag
11214	occuparmene	occupare me ne	VERB	V_PC_PC
11215	buste	busta	NOUN	S
11216	mettili	mettile	DET	V_PC
11217	vinca	vincere	VERB	V
11218	sogna	sognare	VERB	V
11219	gioventù	gioventù	NOUN	S
11220	parassiti	parassito	NOUN	S
11221	stringi	stringre	VERB	V
11222	statemi	statema	VERB	S
11223	notiziari	notiziario	NOUN	S
11224	spenta	spengere	VERB	V
11225	registrando	registrare	VERB	V
11226	finirò	finirò	VERB	V_PC
11227	tremare	tremare	VERB	V
11228	fast	fast	ADJ	S
11229	accende	accendere	VERB	V
11230	affermativo	affermativo	ADJ	A
11231	orientamento	orientamento	NOUN	S
11232	ripostiglio	ripostiglio	NOUN	S
11233	sentendo	sentire	VERB	V
11234	bolla	bolla	NOUN	S
11235	natasha	natase ha	ADJ	V_PC
11236	mateo	mateo	NOUN	S
11237	parrucchiere	parrucchiere	NOUN	S
11238	chet	chet	NOUN	S
11239	installato	installare	VERB	V
11240	diamond	diamond	PROPN	SP
11241	ideali	ideale	ADJ	A
11242	diverti	divertare	VERB	A
11243	billie	billie	NOUN	SP
11244	voialtri	voialtro	PRON	PI
11245	lecca	leccare	VERB	V
11246	cresci	crescere	VERB	V
11247	status	status	NOUN	S
11248	distruggerlo	distruggere lo	VERB	V_PC
11249	ball	ball	NOUN	S
11250	tornò	tornare	VERB	V
11251	giuri	giure	NOUN	S
11252	colpirlo	colpire lo	VERB	V_PC
11253	rischiando	rischiare	VERB	V
11254	mangiati	mangiare	VERB	V
11255	blues	blues	NOUN	S
11256	prelevato	prelevare	VERB	V
11257	cessate	cessare	VERB	V
11258	causando	causare	VERB	V
11259	supremo	supremo	ADJ	A
11260	shot	shot	NOUN	S
11261	two	two	NOUN	SW
11262	sci	sci	NOUN	S
11263	provava	provare	VERB	V
11264	riconoscente	riconoscente	ADJ	A
11265	liquori	liquore	NOUN	S
11266	fisici	fisico	ADJ	A
11267	scotta	scottare	VERB	V
11268	gerry	gerry	PROPN	SP
11269	superata	superare	VERB	V
11270	diamogli	diamoglio	VERB	V_PC
11271	vociare	vociare	VERB	V
11272	montana	Montana	PROPN	SP
11273	can'	can	NOUN	S
11274	stereo	stereo	NOUN	S
11275	porsche	porsca	NOUN	S
11276	alcolizzato	alcolizzare	VERB	V
11277	illuminazione	illuminazione	NOUN	S
11278	impotente	impotente	ADJ	A
11279	rientrato	rientrare	VERB	V
11280	frederick	frederick	NOUN	V_PC
11281	portiamolo	portiamolo	VERB	V_PC
11282	ottanta	ottanta	NUM	N
11283	quinte	quinta	NOUN	S
11284	macchiato	macchiare	ADJ	A
11285	approfittare	approfittare	VERB	V
11286	eduardo	eduardo	NOUN	S
11287	camicie	camicia	NOUN	S
11288	botto	Botto	NOUN	S
11289	prestarmi	prestare mi	VERB	V_PC
11290	indistinto	indistinto	ADJ	A
11291	hm	hm	PRON	PC
11292	avercela	avercelae	VERB	VA
11293	odino	odare	NOUN	S
11294	vestirmi	vestire mi	VERB	V_PC
11295	veder	vedere	VERB	V
11296	crepa	crepa	NOUN	S
11297	lasciarvi	lasciare vi	VERB	V_PC
11298	divisi	dividere	VERB	V
11299	fregatura	fregatura	NOUN	S
11300	dotato	dotare	VERB	V
11301	benson	Benson	PROPN	SP
11302	bussano	bussare	VERB	V
11303	piantare	piantare	VERB	V
11304	severo	severo	ADJ	A
11305	morty	Morty	PROPN	SP
11306	novellino	novellino	NOUN	S
11307	volontariato	volontariato	NOUN	S
11308	costosi	costoso	ADJ	A
11309	groot	groot	NOUN	S
11310	protegga	protegga	VERB	V
11311	riguardava	riguardare	VERB	V
11312	dolorosa	doloroso	ADJ	A
11313	sbarazzarsi	sbarazzare si	VERB	V_PC
11314	giocate	giocare	VERB	V
11315	riusciranno	riuscire	VERB	V
11316	dimentichero	dimentichero	ADJ	A
11317	balia	balia	NOUN	S
11318	manifestazione	manifestazione	NOUN	S
11319	filmare	filmare	VERB	V
11320	ferguson	Ferguson	PROPN	SP
11321	decisa	deciso	ADJ	A
11322	stimato	stimare	VERB	V
11323	disarmato	disarmare	VERB	V
11324	vetrina	vetrina	NOUN	S
11325	bird	bird	NOUN	S
11326	tagliati	tagliare	VERB	V
11327	miglioramento	miglioramento	NOUN	S
11328	cautela	cautela	NOUN	S
11329	beta	beta	ADV	B
11330	portavoce	portavoce	NOUN	S
11331	incosciente	incosciente	ADJ	A
11332	offrirvi	offrire vi	VERB	V_PC
11333	riceviamo	ricevere	VERB	V
11334	vigile	vigile	NOUN	S
11335	raj	raj	ADP	S
11336	oregon	Oregon	ADP	E_RD
11337	luisa	Luisa	PROPN	SP
11338	attratta	attrattare	VERB	V
11339	paghera	paghera	VERB	V
11340	dilettante	dilettante	ADJ	A
11341	marianne	Marianne	PROPN	SP
11342	oscuri	oscuro	ADJ	A
11343	benedetta	benedetto	ADJ	A
11344	inaspettato	inaspettato	ADJ	A
11345	pazzoide	pazzoide	NOUN	S
11346	polizza	polizza	NOUN	S
11347	dolly	dolly	NOUN	S
11348	pappagallo	pappagallo	NOUN	S
11349	oltrepassato	oltrepassare	VERB	S
11350	decorazioni	decorazione	NOUN	S
11351	cappuccino	cappuccare	NOUN	S
11352	linus	linus	X	SW
11353	volermi	volere mi	VERB	V_PC
11354	vertigini	vertigine	NOUN	S
11355	tendono	tendere	VERB	V
11356	fornisce	fornire	VERB	V
11357	diarrea	diarreo	NOUN	S
11358	terreni	terreno	NOUN	S
11359	direte	direre	VERB	V
11360	gettate	gettare	VERB	V
11361	ernesto	Ernesto	NOUN	S
11362	justine	justine	NOUN	S
11363	avvelenamento	avvelenamento	NOUN	S
11364	boyle	boyle	ADJ	A
11365	impressionato	impressionare	ADJ	A
11366	qualificato	qualificare	VERB	V
11367	fondatore	fondatore	NOUN	S
11368	presunto	presunto	VERB	A
11369	sully	Sully	PRON	S
11370	rapitore	rapitore	NOUN	S
11371	giurati	giurato	NOUN	S
11372	casalinga	casalingo	ADJ	A
11373	affittare	affittare	VERB	V
11374	richiama	richiamare	VERB	V
11375	ketchup	ketchup	NOUN	S
11376	portafortuna	portafortuno	NOUN	S
11377	jerome	jerome	NOUN	E
11378	pi	po	VERB	PI
11379	prigioni	prigione	NOUN	S
11380	tradendo	tradere	VERB	V
11381	spaccare	spaccare	VERB	V
11382	proteggi	proteggio	VERB	V
11383	daffodils	daffodils	VERB	V
11384	parcheggiata	parcheggiato	VERB	V
11385	rifornimento	rifornimento	NOUN	S
11386	accogliente	accogliente	ADJ	A
11387	addice	addire	VERB	V
11388	accoglienza	accoglienza	NOUN	S
11389	esteri	estero	ADJ	A
11390	drammatico	drammatico	ADJ	A
11391	lindsey	lindsey	X	S
11392	interviste	intervista	NOUN	S
11393	drammatica	drammatico	ADJ	A
11394	concorrente	concorrere	NOUN	V
11395	sang	sang	PROPN	SP
11396	betsy	Betsy	NOUN	S
11397	qualcosina	qualcosina	NOUN	PD
11398	concentriamoci	concentriamoci	VERB	V_PC
11399	infilare	infilare	VERB	V
11400	matrigna	Matrigna	NOUN	S
11401	iii	iii	ADJ	NO
11402	pentito	pentire	VERB	V
11403	pallina	pallina	NOUN	S
11404	nervosi	nervoso	ADJ	A
11405	collera	collera	NOUN	S
11406	lennox	Lennox	PROPN	SP
11407	london	London	PROPN	SP
11408	spogliatoio	spogliatoio	NOUN	S
11409	collare	collare	VERB	V
11410	uscivo	uscire	VERB	V
11411	fregata	fregare	VERB	V
11412	reagisce	reagire	VERB	V
11413	imbrogliato	imbrogliare	VERB	V
11414	es	es	NOUN	S
11415	pizzico	pizzico	NOUN	S
11416	prince	prince	NOUN	S
11417	suore	suora	NOUN	S
11418	sposeremo	sposare	VERB	V
11419	commozione	commozione	NOUN	S
11420	monti	monte	NOUN	S
11421	imitazione	imitazione	NOUN	S
11422	iron	iron	NOUN	S
11423	comprano	comprare	VERB	V
11424	clayton	Clayton	NOUN	S
11425	dark	dark	ADJ	A
11426	adele	Adele	PROPN	SW
11427	arca	Arca	PROPN	SP
11428	apprendista	apprendista	NOUN	S
11429	urli	urlare	VERB	V_PC
11430	divertiamo	divertere	VERB	V
11431	dirigenti	dirigente	NOUN	S
11432	eleganti	elegante	ADJ	A
11433	sviluppi	sviluppo	NOUN	S
11434	opposta	opposto	ADJ	A
11435	avvicinarmi	avvicinare mi	VERB	V_PC
11436	rap	rap	NOUN	S
11437	chimici	chimico	NOUN	S
11438	sierra	sierra	NOUN	S
11439	general	general	ADJ	A
11440	rinuncia	rinunciare	NOUN	S
11441	spence	spence	VERB	V_PC
11442	volontaria	volontario	ADJ	A
11443	detonatore	detonatore	NOUN	S
11444	gradito	gradire	VERB	V
11445	incontrano	incontrare	VERB	V
11446	ventre	ventre	ADV	B
11447	mercurio	mercurio	NOUN	S
11448	hipopo	hipopo	PROPN	SP
11449	mon	Mon	X	SW
11450	irresponsabile	irresponsabile	ADJ	A
11451	ignoranza	ignoranza	NOUN	S
11452	disperati	disperare	VERB	V
11453	fornitore	fornitore	NOUN	S
11454	josie	Josie	NOUN	S
11455	alma	almare	VERB	V
11456	shampoo	shampoo	NOUN	S
11457	illinois	illinois	PROPN	SP
11458	inciso	incidere	VERB	V
11459	ricordava	ricordare	VERB	V
11460	prepariamo	preparere	VERB	V
11461	combinare	combinare	VERB	V
11462	operaio	operaio	NOUN	S
11463	cartoni	cartone	NOUN	S
11464	componenti	componente	NOUN	S
11465	chiamerà	chiamare	VERB	V
11466	sentissi	sentissare	VERB	V
11467	segretamente	segretamente	ADV	B
11468	parametri	parametro	NOUN	S
11469	processi	processo	NOUN	S
11470	cristalli	cristalle	NOUN	S
11471	rover	rovere	NOUN	SW
11472	ucciderei	uccidere ei	VERB	V_PC
11473	borghese	borghese	NOUN	S
11474	tasha	Tasha	VERB	SP
11475	spaventarmi	spaventare mi	VERB	V_PC
11476	make	make	NOUN	S
11477	plausibile	plausibile	ADJ	A
11478	televisore	televisore	NOUN	S
11479	deliziosi	delizioso	ADJ	A
11480	sesta	sesto	ADJ	NO
11481	wanda	Wanda	NOUN	S
11482	implica	implicare	VERB	V
11483	bleah	bleah	ADV	B
11484	accorti	accorto	VERB	V
11485	assurde	assurdo	ADJ	A
11486	pala	pala	NOUN	S
11487	sfido	sfido	VERB	V
11488	gamberi	gambero	NOUN	S
11489	sti	sti	ADJ	SP
11490	butch	butch	NOUN	S
11491	jasmine	Jasmine	NOUN	S
11492	coyote	coyote	NOUN	S
11493	prendevo	prendere	VERB	V
11494	divieto	divieto	NOUN	S
11495	condividiamo	condividire	VERB	V
11496	continuera	continuera	NOUN	S
11497	polie'	polie	ADJ	A
11498	stewie	stewiee	VERB	V
11499	combacia	combaciare	VERB	V
11500	saltiamo	saltare	VERB	V
11501	prenotare	prenotare	VERB	V
11502	desideravo	desiderare	VERB	V
11503	arrivassi	arrivassi	VERB	V
11504	vance	vancia	NOUN	S
11505	calmarmi	calmare mi	VERB	V_PC
11506	riservatezza	riservatezza	NOUN	S
11507	vitamine	vitamina	NOUN	S
11508	panda	pandere	NOUN	S
11509	davo	dare	VERB	V
11510	nova	novo	ADJ	A
11511	sovrano	sovrano	NOUN	S
11512	magistrato	magistrato	NOUN	S
11513	giriamo	girere	VERB	V
11514	assicurazioni	assicurazione	NOUN	S
11515	terrence	terrence	PROPN	SP
11516	pacchi	pacco	NOUN	S
11517	stà	stàre	VERB	V
11518	consideralo	consideralo	VERB	V_PC
11519	finge	fingere	VERB	V
11520	kentucky	Kentucky	NOUN	S
11521	giulio	Giulio	PROPN	SP
11522	onu	onu	PROPN	SP
11523	esistito	esistire	VERB	V
11524	creati	creare	VERB	V
11525	carogna	carogna	NOUN	S
11526	costera	costerare	NOUN	V
11527	scordare	scordare	VERB	V
11528	station	station	NOUN	S
11529	concreto	concreto	ADJ	A
11530	protettore	protettore	NOUN	S
11531	demgirl	demgirl	ADJ	A
11532	protocolli	protocollo	NOUN	S
11533	vergognarsi	vergognare si	VERB	V_PC
11534	siringa	siringa	NOUN	S
11535	flirtare	flirtare	VERB	V
11536	compatibile	compatibile	ADJ	A
11537	scarafaggi	scarafaggio	NOUN	S
11538	call	call	NOUN	SW
11539	geme	geme	VERB	V
11540	confezione	confezione	NOUN	S
11541	travestito	travestire	VERB	V
11542	olandese	olandese	ADJ	A
11543	woods	Woods	NOUN	S
11544	imbattuto	imbattere	VERB	V
11545	conosciute	conoscere	VERB	V
11546	determinazione	determinazione	NOUN	S
11547	sex	sex	NOUN	B
11548	combattono	combattire	VERB	V
11549	forzare	forzare	VERB	V
11550	temporaneamente	temporaneamente	ADV	B
11551	mollo	mollare	VERB	V
11552	sant'	sant	PROPN	SP
11553	attira	attirare	VERB	V
11554	migliora	migliorare	VERB	V
11555	potersi	potere si	VERB	VM_PC
11556	invita	invitare	VERB	V
11557	negligenza	negligenza	NOUN	S
11558	pescatore	pescatore	NOUN	S
11559	dude	dudee	NOUN	S
11560	colpiscilo	colpiscilo	VERB	V
11561	scampo	scampo	NOUN	S
11562	messicana	Messicana	ADJ	SP
11563	fuorilegge	fuorilegge	NOUN	S
11564	lars	lars	PROPN	SP
11565	ginny	ginny	PROPN	SP
11566	scriverò	scrivare	VERB	V
11567	ducky	ducky	NOUN	S
11568	diplomatico	diplomatico	ADJ	A
11569	tazze	tazza	NOUN	S
11570	interventi	intervento	NOUN	S
11571	want	Want	PROPN	SP
11572	union	union	NOUN	S
11573	boo	boo	NOUN	B
11574	arreso	arrendere	VERB	V
11575	approfittato	approfittare	VERB	V
11576	fotte	fotte	VERB	V
11577	compriamo	comprare	VERB	V
11578	cricket	cricket	NOUN	S
11579	attenda	attenda	VERB	V
11580	riprendi	riprendere	VERB	V
11581	negarlo	negare lo	VERB	V_PC
11582	solida	solido	ADJ	A
11583	sintomo	sintomo	NOUN	S
11584	brivido	brivido	NOUN	S
11585	orlando	orlare	VERB	V
11586	satelliti	satellite	NOUN	S
11587	ambizioso	ambizioso	ADJ	A
11588	sudare	sudare	VERB	V
11589	giustiziato	giustiziare	VERB	V
11590	avviene	avvenire	VERB	V
11591	citato	citare	VERB	V
11592	desse	dere	VERB	V
11593	aldo	Aldo	PROPN	SP
11594	margine	margine	NOUN	S
11595	effettuare	effettuare	VERB	V
11596	cariche	carica	NOUN	S
11597	indispensabile	indispensabile	ADJ	A
11598	cimici	cimico	NOUN	S
11599	farglielo	fargle ie lo	VERB	V_PC
11600	warner	Warner	NOUN	S
11601	tomas	tomas	NOUN	DQ
11602	dolcemente	dolcemente	ADV	B
11603	sputare	sputare	VERB	V
11604	compratore	compratore	NOUN	S
11605	sottoposto	sottoporre	VERB	V
11606	urlava	urlare	VERB	V
11607	oculare	oculare	VERB	V
11608	rubo	rubare	VERB	V
11609	metterebbe	mettere	VERB	V
11610	gestisco	gestiscare	VERB	V
11611	responsabilita'	responsabilita	NOUN	S
11612	phyllis	phyllis	DET	S
11613	annunci	annuncio	NOUN	S
11614	bruciati	bruciare	VERB	V
11615	chiamerei	chiamerei	VERB	V
11616	partecipazione	partecipazione	NOUN	S
11617	ingiustizia	ingiustizia	NOUN	S
11618	antidroga	antidrogare	NOUN	S
11619	ripete	ripetere	VERB	V
11620	apparenza	apparenza	NOUN	S
11621	paranoia	paranoiae	NOUN	B
11622	intellettuale	intellettuale	ADJ	A
11623	futuri	futurare	ADJ	A
11624	ditelo	ditelo	VERB	V_PC
11625	never	nevere	X	SW
11626	assume	assumere	VERB	V
11627	tonto	tonto	NOUN	S
11628	miliardario	miliardario	NOUN	S
11629	banks	banks	NOUN	S
11630	licenzio	licenzio	NOUN	S
11631	arrenditi	arrendire	VERB	V
11632	colpiscimi	colpiscimi	ADJ	A
11633	dimenticando	dimenticare	VERB	V
11634	consolato	consolare	VERB	V
11635	intere	intero	ADJ	V
11636	faith	faith	X	SW
11637	terminale	terminale	ADJ	A
11638	fissi	fissi	ADJ	A
11639	lavati	lavare	VERB	V
11640	miriam	miriam	PRON	PI
11641	fratellanza	fratellanza	NOUN	S
11642	preziosi	prezioso	ADJ	A
11643	atlantic	atlantic	X	SW
11644	ampio	ampio	ADJ	A
11645	hola	hola	PROPN	SP
11646	aspirapolvere	aspirapolvere	VERB	V
11647	parolacce	parolaccia	NOUN	S
11648	calcolato	calcolare	VERB	V
11649	scoparti	scoparto	NOUN	S
11650	stronze	stronze	NOUN	S
11651	kyung	Kyung	PROPN	SP
11652	barella	barella	NOUN	S
11653	power	power	NOUN	S
11654	nega	negare	VERB	V
11655	fiscale	fiscale	ADJ	A
11656	riuscirebbe	riuscire	VERB	V
11657	fuller	fuller	NOUN	S
11658	grady	grady	NOUN	S
11659	cottage	cottage	NOUN	S
11660	assurdità	assurdità	NOUN	S
11661	distrarre	distrarre	VERB	V
11662	grimm	grimm	ADJ	S
11663	cavarsela	cavarsela	VERB	V_PC
11664	henri	henri	PROPN	SP
11665	mangiata	mangiare	VERB	V
11666	rendete	rendete	VERB	V
11667	testicoli	testicolo	NOUN	S
11668	cene	cena	NOUN	S
11669	corone	corona	NOUN	S
11670	fardello	fardello	NOUN	S
11671	specializzato	specializzato	ADJ	A
11672	ottavo	ottavo	ADJ	NO
11673	fondamenta	fondamento	NOUN	S
11674	giovanile	giovanile	ADJ	A
11675	bad	bad	NOUN	S
11676	disturbata	disturbare	VERB	V
11677	figliola	figliola	ADJ	A
11678	sediamo	sedare	VERB	V
11679	lavo	lavare	VERB	V
11680	trasferirti	trasferire ti	VERB	V_PC
11681	letta	leggere	VERB	V
11682	dannate	dannata	NOUN	S
11683	sabine	sabina	NOUN	S
11684	freschi	fresco	ADJ	A
11685	circonda	circondare	VERB	V
11686	timone	timone	NOUN	S
11687	spine	spina	NOUN	S
11688	scriverlo	scrivere lo	VERB	V_PC
11689	spagnola	spagnolo	ADJ	A
11690	stagista	stagista	NOUN	S
11691	toilette	toilette	NOUN	S
11692	chiamera	chiamerare	NOUN	V
11693	newton	newton	NOUN	S
11694	andarono	andare	VERB	V
11695	camelot	camelot	ADJ	A
11696	funerali	funerale	NOUN	S
11697	potervi	potere vi	VERB	V_PC
11698	stancato	stancare	VERB	V
11699	let	Let	X	SW
11700	barile	barile	NOUN	S
11701	schiaffi	schiaffa	NOUN	S
11702	arrivava	arrivare	VERB	V
11703	ferri	ferro	NOUN	S
11704	marcy	Marcy	NOUN	S
11705	lente	lente	NOUN	S
11706	cochrane	cochrane	NOUN	S
11707	selfridge	selfridgo	ADJ	A
11708	iscrizione	iscrizione	NOUN	S
11709	fonda	fondare	VERB	V
11710	francesco	Francesco	PROPN	SP
11711	equivoco	equivoco	ADJ	A
11712	testata	testare	VERB	V
11713	perbacco	perbacco	ADJ	A
11714	greci	greco	ADJ	A
11715	veranda	veranda	NOUN	S
11716	rae	rae	VERB	SP
11717	pagarti	pagare ti	VERB	V_PC
11718	solleva	sollevare	VERB	V
11719	connecticut	Connecticut	PROPN	SP
11720	abbaia	abbaiare	VERB	V
11721	vendicare	vendicare	VERB	V
11722	fae	fae	NOUN	S
11723	offriamo	offrere	VERB	V
11724	precauzioni	precauzione	NOUN	S
11725	fanny	fanny	NOUN	S
11726	incontrerai	incontreraare	VERB	V
11727	unisce	unire	VERB	V
11728	giretto	gireggere	NOUN	S
11729	volle	volle	VERB	V
11730	scivolato	scivolare	VERB	V
11731	comprerò	comprare	VERB	V
11732	fidavo	fidare	VERB	V
11733	fragole	fragola	NOUN	S
11734	potercela	potercela	NOUN	VM
11735	vasta	vasto	ADJ	A
11736	dora	dorare	VERB	V
11737	assicuri	assicurare	VERB	V
11738	spegnilo	spegnilo	ADJ	A
11739	lobo	lobo	NOUN	S
11740	preoccupano	preoccupare	VERB	V
11741	fuggiti	fuggire	VERB	V
11742	riportata	riportare	VERB	V
11743	rifornimenti	rifornimento	NOUN	S
11744	picard	Picard	PROPN	SW
11745	cespugli	cespuglio	NOUN	S
11746	nadine	nadine	ADJ	A
11747	oltrepassare	oltrepassare	VERB	V
11748	abbassato	abbassare	VERB	V
11749	casella	casella	NOUN	S
11750	monta	montare	VERB	V
11751	spiegherò	spiegherare	VERB	V
11752	molli	mollo	PRON	S
11753	chester	chestere	NOUN	S
11754	dino	dino	NOUN	S
11755	annoiato	annoiare	VERB	V
11756	riprende	riprendere	VERB	V
11757	oltretutto	oltretutto	ADV	B
11758	torri	torrie	NOUN	S
11759	muovete	muovere	VERB	V
11760	trasmettitore	trasmettitore	NOUN	S
11761	intrusione	intrusione	NOUN	S
11762	guardiani	guardiano	NOUN	S
11763	stargli	starge li	VERB	V_PC
11764	porci	pore ci	VERB	V_PC
11765	offrirmi	offrire mi	VERB	V_PC
11766	magici	magico	ADJ	A
11767	leila	Leila	NOUN	SP
11768	blaine	blaine	NOUN	S
11769	tormenta	tormentare	VERB	V
11770	bistecche	bistecca	NOUN	S
11771	enigma	enigma	NOUN	S
11772	angoscia	angoscia	NOUN	S
11773	wraith	Wraith	PROPN	SP
11774	normalita	normalita	NOUN	S
11775	fattura	fattura	NOUN	S
11776	dwayne	dwayne	ADJ	A
11777	esterni	esterno	ADJ	A
11778	parlasse	parlare	VERB	V
11779	hyung	Hyung	NOUN	S
11780	venderlo	vendere lo	VERB	V_PC
11781	sanders	sanders	NOUN	V_PC
11782	ridammelo	ridammeloo	VERB	V_PC
11783	rappresento	rappresentare	VERB	V
11784	pianificare	pianificare	VERB	V
11785	gesso	gesso	NOUN	S
11786	scoprirò	scoprie rò	VERB	V_PC
11787	stampato	stampare	VERB	V
11788	delia	delia	NOUN	S
11789	intervallo	intervallo	NOUN	S
11790	partorito	partorire	VERB	V
11791	fondamentali	fondamentale	ADJ	A
11792	rese	rendere	VERB	V
11793	torti	torto	NOUN	S
11794	gelati	gelato	NOUN	S
11795	buffy	buffy	NOUN	S
11796	inventando	inventare	VERB	V
11797	perdermi	perdere mi	VERB	V_PC
11798	rimarro	rimarro	ADJ	A
11799	spacciato	spacciare	VERB	V
11800	posseduto	possedere	VERB	V
11801	fighetta	fighettare	ADJ	V
11802	cenno	cenno	NOUN	S
11803	blur	blur	NOUN	S
11804	gala	gala	NOUN	S
11805	investigare	investigare	VERB	V
11806	vestirti	vestire ti	VERB	V_PC
11807	buttarmi	buttare mi	VERB	V_PC
11808	sistemazione	sistemazione	NOUN	S
11809	morde	mordere	VERB	V
11810	fermeremo	fermere	VERB	V
11811	fermatelo	fermatelo	VERB	V_PC
11812	istinti	istinto	NOUN	S
11813	norvegia	norvegia	NOUN	S
11814	prevedibile	prevedibile	ADJ	A
11815	winter	winter	NOUN	S
11816	esaminando	esaminare	VERB	V
11817	troietta	troiettare	NOUN	S
11818	definitivo	definitivo	ADJ	A
11819	pride	pride	X	SW
11820	sentir	sentir	VERB	V
11821	affezionato	affezionare	ADJ	A
11822	andresti	andresti	NOUN	S
11823	viaggiatore	viaggiatore	NOUN	S
11824	gratuito	gratuito	ADJ	A
11825	procedimento	procedimento	NOUN	S
11826	mariana	mariano	ADJ	A
11827	seanma	seanme	NOUN	S
11828	inclusi	includere	VERB	V
11829	classifica	classificare	NOUN	S
11830	facemmo	facere	VERB	V
11831	dividerci	dividere ci	VERB	V_PC
11832	berretto	Berretto	NOUN	S
11833	off	off	ADJ	S
11834	budella	budello	ADP	SP
11835	riflettori	riflettore	NOUN	S
11836	recitato	recitare	VERB	V
11837	precise	preciso	ADJ	A
11838	separato	separato	PROPN	SP
11839	cannella	cannella	NOUN	S
11840	bmw	Bmw	PROPN	SP
11841	perkins	perkins	NOUN	S
11842	spostata	spostato	VERB	V
11843	sfide	sfida	NOUN	S
11844	ramon	ramon	NOUN	S
11845	accettata	accettare	VERB	V
11846	dormiamo	dormire	VERB	V
11847	spararti	sparare ti	VERB	V_PC
11848	tappo	tappo	NOUN	S
11849	socia	socia	NOUN	S
11850	chiamarli	chiamare li	VERB	V_PC
11851	coop	coop	NOUN	S
11852	dosi	dose	NOUN	S
11853	hara	Hara	PROPN	SP
11854	liberarci	liberare ci	VERB	V_PC
11855	adorata	adorare	VERB	V
11856	vagone	vagone	NOUN	S
11857	wong	Wong	NOUN	S
11858	filtro	filtro	NOUN	S
11859	cipolla	cipolla	NOUN	S
11860	cioccolatini	cioccolatino	NOUN	S
11861	intralcio	intralcio	NOUN	S
11862	altoparlante	altoparlante	ADJ	A
11863	guardali	guardale	ADJ	S
11864	karev	Karev	PROPN	SP
11865	suicidarsi	suicidare si	VERB	V_PC
11866	frequenze	frequenza	NOUN	S
11867	aviazione	aviazione	NOUN	S
11868	manifesto	manifesto	NOUN	S
11869	confessa	confessare	VERB	V
11870	imploro	implorare	VERB	V
11871	sottufficiale	sottufficiale	ADJ	A
11872	trattiene	trattenere	VERB	V
11873	illusioni	illusione	NOUN	S
11874	sopportato	sopportare	VERB	V
11875	seccatura	seccatura	NOUN	S
11876	fratellone	fratellone	NOUN	S
11877	esclusivamente	esclusivamente	ADV	B
11878	andrews	andree ws	VERB	V_PC
11879	rocco	rocco	NOUN	S
11880	phillips	phillips	NOUN	SP
11881	sedativo	sedativo	ADJ	A
11882	fregarmi	fregare mi	VERB	V_PC
11883	aggiungi	aggiungere	VERB	V
11884	giardini	giardino	NOUN	S
11885	centomila	centomila	NUM	N
11886	ghetto	ghetto	NOUN	S
11887	versare	versare	VERB	V
11888	dovermi	dovere mi	VERB	V_PC
11889	wrestling	wrestling	NOUN	S
11890	difensiva	difensivo	ADJ	A
11891	finiro	finiro	VERB	V
11892	trovarono	trovare	VERB	V
11893	distratta	distraggere	VERB	V
11894	lucifero	lucifero	NOUN	S
11895	mirtilli	mirtillo	NOUN	S
11896	minacciare	minacciare	VERB	V
11897	favole	favola	NOUN	S
11898	occuperà	occupare	VERB	V
11899	ricardo	ricardo	ADJ	A
11900	vela	vela	NOUN	S
11901	vienna	Vienna	PROPN	SP
11902	sbatte	sbattere	VERB	V
11903	vivrà	vivere	VERB	V
11904	trucchetto	trucchetto	NOUN	S
11905	allie	allio	NOUN	S
11906	riusciresti	riusciresti	VERB	V
11907	trovò	trovare	VERB	V
11908	colleen	colleen	NOUN	S
11909	testimoniato	testimoniare	VERB	V
11910	noiosi	noioso	ADJ	A
11911	immaginario	immaginario	NOUN	S
11912	servitore	servitore	NOUN	S
11913	prepotente	prepotente	ADJ	B
11914	scelga	scelere	VERB	V
11915	grassone	grassone	NOUN	S
11916	reti	rete	NOUN	S
11917	saliamo	salare	VERB	V
11918	sentivi	sentivo	NOUN	S
11919	mackenzie	mackenzie	PROPN	S
11920	vasi	vaso	NOUN	S
11921	consegni	consegno	NOUN	S
11922	creano	creare	VERB	V
11923	alleluia	alleluia	NOUN	S
11924	meritiamo	meritare	VERB	V
11925	rimandato	rimandare	VERB	V
11926	arruolato	arruolare	VERB	S
11927	damian	damian	PROPN	SP
11928	dinosauro	dinosauro	NOUN	S
11929	navale	navale	ADJ	A
11930	apprezziamo	apprezzare	VERB	V
11931	bethany	Bethany	VERB	A
11932	liquidi	liquido	NOUN	S
11933	scioccante	scioccante	ADJ	S
11934	schizzi	schizzo	NOUN	S
11935	morse	morsa	NOUN	V
11936	considerate	considerare	VERB	V
11937	catturati	catturare	VERB	V
11938	affondare	affondare	VERB	V
11939	villaggi	villaggio	NOUN	S
11940	trasformando	trasformare	VERB	V
11941	giovanna	Giovanna	PROPN	SP
11942	lang	Lang	PROPN	SP
11943	fartela	fartela	DET	SP
