rank,verb,collocations,ru
11499,combaciare,combaciare con i fatti;combaciare con il profilo;combaciare con la realtà;combaciare con le aspettative;combaciare perfettamente;i conti non combaciano,совпадать/соответствовать
11523,esistere,esistere ancora;esistere davvero;esistere in natura;esistere per sempre,существовать
11535,flirtare,continuare a flirtare;flirtare apertamente;flirtare con leggerezza;flirtare con qualcuno;flirtare via messaggio;imparare a flirtare;iniziare a flirtare;piacere flirtare,флиртовать/кокетничать
11539,gemere,gemere di dolore;gemere di sofferenza;gemere nel sonno;gemere per la fatica;gemere piano;gemere sottovoce,стонать/охать
11541,travestire,essere ben travestito;restare travestito;travestire il volto;travestire la realtà;travestire se stessi;travestire un ladro;travestire una persona,переодевать/маскировать
11544,imbattere,imbattersi in un caso;imbattersi in un dilemma;imbattersi in un equivoco;imbattersi in un errore;imbattersi in un imprevisto;imbattersi in un incidente;imbattersi in un ostacolo;imbattersi in un pericolo;imbattersi in un problema;imbattersi in una difficoltà,наталкиваться/сталкиваться
11548,combattire,combattere contro il male;combattere il nemico;combattere l'ingiustizia;combattere la corruzione;combattere la criminalità;combattere la depressione;combattere la malattia;combattere la povertà;combattere per i diritti;combattere un'idea,сражаться/бороться
11574,arrendere,arrendersi ai fatti;arrendersi alla forza;arrendersi alla realtà;arrendersi alla sconfitta;arrendersi alla tentazione;arrendersi alla volontà;arrendersi allo spirito;arrendersi senza combattere,сдаваться/подчиняться
11588,sudare,cominciare a sudare;far sudare le mani;iniziare a sudare;sudare copiosamente;sudare freddo;sudare la maglia;sudare per lo sforzo;sudare sangue;sudare sotto il sole,потеть/испариной покрываться
11589,giustiziare,essere giustiziato pubblicamente;giustiziare senza processo;giustiziare un condannato;giustiziare un criminale;giustiziare un nemico;giustiziare un prigioniero;giustiziare un traditore;venire giustiziato,казнить/приводить в исполнение приговор
11591,citare,citare testualmente;citare un autore;citare un esempio;citare un esperto;citare un libro;citare un passaggio;citare una fonte;citare una frase;venire citato in giudizio,цитировать/ссылаться
11595,effettuare,effettuare un bonifico;effettuare un controllo;effettuare un intervento;effettuare un ordine;effettuare un pagamento;effettuare un tentativo;effettuare un test;effettuare una modifica;effettuare una ricerca;effettuare una telefonata,осуществлять/производить/выполнять
11605,sottoporre,essere sottoposto a interrogatorio;essere sottoposto a pressione;sottoporre a controllo;sottoporre a esame;sottoporre a giudizio;sottoporre a revisione;sottoporre a rischio;sottoporre a scrutinio;sottoporre a test;sottoporre a votazione,подвергать/представлять на рассмотрение
11631,arrendire,arrendersi al destino;arrendersi al potere;arrendersi alla forza;arrendersi alla realtà;arrendersi alla sconfitta;arrendersi alla tentazione;arrendersi alla volontà;arrenditi ai fatti,сдаваться/подчиняться
11634,consolare,cercare di consolare;consolare i propri figli;consolare un amico;consolare una donna;poter consolare qualcuno;sentirsi consolato;tentare di consolare,утешать/успокаивать
11648,calcolare,calcolare con precisione;calcolare i costi;calcolare il profitto;calcolare il rischio;calcolare il tempo;calcolare l'area;calcolare la distanza;calcolare le dimensioni;calcolare le probabilità;calcolare un valore,вычислять/рассчитывать/подсчитывать
11661,distrarre,distrarre completamente;distrarre con un gioco;distrarre dai problemi;distrarre dal lavoro;distrarre i bambini;distrarre il pubblico;distrarre la mente;distrarre lo studente;distrarre un amico,отвлекать/рассеивать внимание
11663,cavarsela,cavarsela bene;cavarsela con fatica;cavarsela con l'arguzia;cavarsela con poco;cavarsela con un colpo di fortuna;cavarsela con un sorriso;cavarsela con una battuta;cavarsela facilmente;cavarsela in ogni situazione;cavarsela male,выкручиваться/справляться/обходиться
11678,sedare,sedare il dolore;sedare l'infiammazione;sedare la rabbia;sedare la rivolta;sedare la sete;sedare le tensioni;sedare un attacco;sedare un conflitto;sedare un tumulto;sedare una protesta,утишать/подавлять/успокаивать
11720,abbaiare,abbaia all'unisono;abbaia con rabbia;abbaia senza sosta,лаять
11721,vendicare,vendicare il sangue;vendicare l'onore;vendicare la morte;vendicare un amico;vendicare un soprruso;vendicare un torto;vendicare un tradimento;vendicare un'ingiustizia;vendicare un'offesa,мстить/отомстить
11736,dorare,dorare con l'uovo;dorare i capelli;dorare il bordo;dorare il pane;dorare la cornice;dorare la crosta;dorare la pelle;dorare la superficie;dorare un quadro;dorare una torta,позолотить/подрумянивать
11755,annoiare,annoiarmi profondamente;sono annoiato a morte;stare annoiato,наскучить/надоесть
11769,tormentare,continuamente tormentare;essere tormentato dai dubbi;essere tormentato dal rimorso;tormentare con domande;tormentare l'anima;tormentare la coscienza;tormentare qualcuno;tormentare un ricordo,мучить/терзать/истязать
11787,stampare,stampare in alta qualità;stampare su carta;stampare un biglietto;stampare un documento;stampare un giornale;stampare un libro;stampare un manifesto;stampare un opuscolo;stampare un volantino;stampare una foto,печатать/распечатывать
11799,spacciare,spacciare droga;spacciare falsi valori;spacciare merce contraffatta;spacciare per innocente;spacciare per oro;spacciare un falso;spacciare un prodotto;spacciare una bugia;spacciare una menzogna,сбывать/выдавать за
11805,investigare,investigare i fatti;investigare il caso;investigare la scena;investigare le cause;investigare un crimine;investigare un evento;investigare un fenomeno;investigare un mistero;investigare un sospetto;investigare una pista,расследовать/исследовать
11809,mordere,mordere con forza;mordere il cibo;mordere il freno;mordere il labbro;mordere l'osso;mordere la corda;mordere la lingua;mordere la polvere;mordere un frutto,кусать/грызть
11870,implorare,implorare aiuto;implorare attenzione;implorare benevolenza;implorare clemenza;implorare compassione;implorare grazia;implorare misericordia;implorare perdono;implorare pietà;implorare soccorso,умолять/заклинать
11917,salare,salare adeguatamente;salare con cura;salare gli alimenti;salare i cibi;salare il pesce;salare l'acqua;salare la carne;salare le verdure;salare troppo,солить/подсаливать
11926,arruolare,arruolare giovani;arruolare i cittadini;arruolare nuovi membri;arruolare personale;arruolare reclute;arruolare soldati;arruolare truppe;arruolare volontari;essere arruolato;venire arruolato,вербовать/зачислять на службу
11938,affondare,affondare i denti;affondare il nemico;affondare in un pensiero;affondare la lama;affondare la nave;affondare la testa;affondare la zampa;affondare nel buio;affondare nel mare,топить/погружаться/утопать
11950,avvolgere,avvolgere i capelli;avvolgere il corpo;avvolgere il pacco;avvolgere la bambina;avvolgere un oggetto;avvolgere un regalo;avvolgersi nel silenzio;avvolgersi nella nebbia;essere avvolto dal buio,заворачивать/обёртывать/укутывать
11955,sdraiare,essere sdraiato;rimanere sdraiato;sdraiare il corpo;sdraiarsi a terra;sdraiarsi all'aperto;sdraiarsi comodamente;sdraiarsi sul divano;sdraiarsi sul letto;sdraiarsi sulla spiaggia;stare sdraiato,ложить/укладывать/класть
11992,rimettire,rimettere a posto;rimettere in chiaro;rimettere in discussione;rimettere in dubbio;rimettere in ordine;rimettersi a disposizione;rimettersi ai propri doveri;rimettersi in forma;rimettersi in gioco;rimettersi in sesto,возвращать/ставить на место/восстанавливать
12037,sbattare,sbattere contro qualcosa;sbattere i denti;sbattere il capo;sbattere la mano;sbattere la porta;sbattere la testa;sbattere le palpebre;sbattere lo sguardo,хлопать/бить/швырять
